,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,RF13,RF14,RF15,Hosp_rate,Hosp_rate.lci,Hosp_rate.uci,Hosp_Prob1,Hosp_Prob.lci,Hosp_Prob.uci,Hosp_Prob
22432,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1.586,0.487,4.725,0.795257052,0.385532967,0.991129286,79.53
22433,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.107,0.034,0.305,0.101474327,0.033428495,0.262876626,10.15
22434,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0.143,0.049,0.413,0.133245931,0.04781887,0.338337717,13.32
22435,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0.354,0.102,1.045,0.298125033,0.096970448,0.648308181,29.81
22436,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.467,0.154,1.436,0.37311991,0.142727979,0.762122632,37.31
22437,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0.214,0.069,0.616,0.192651615,0.06667332,0.459899475,19.27
22438,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0.283,0.097,0.823,0.246480212,0.092443994,0.56088766,24.65
22439,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0.697,0.209,2.101,0.501922703,0.188604764,0.877665967,50.19
22440,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0.923,0.3,2.86,0.602674724,0.259181779,0.94273124,60.27
22441,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0.2,0.058,0.612,0.181269247,0.056350053,0.457734747,18.13
22442,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0.271,0.084,0.802,0.237383504,0.080568744,0.551568796,23.74
22443,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0.653,0.176,2.145,0.479518014,0.161382017,0.882931963,47.95
22444,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0.869,0.256,2.818,0.58062929,0.225858031,0.940274726,58.06
22445,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0.394,0.116,1.251,0.325645944,0.109524777,0.713781565,32.56
22446,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0.536,0.167,1.629,0.414916086,0.153800389,0.803874398,41.49
22447,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1.279,0.347,4.308,0.721684523,0.293194672,0.986539556,72.17
22448,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1.729,0.525,5.537,0.822538217,0.408444636,0.996061676,82.25
22449,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0.149,0.047,0.445,0.138430885,0.045912602,0.359175724,13.84
22450,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0.199,0.068,0.592,0.180450107,0.065739526,0.446780262,18.05
22451,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0.492,0.145,1.514,0.388597634,0.134977707,0.779971897,38.86
22452,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0.66,0.208,2.076,0.483148666,0.187792963,0.874569066,48.31
22453,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0.297,0.094,0.871,0.256955988,0.089717238,0.581467193,25.7
22454,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0.396,0.136,1.145,0.326993304,0.127157368,0.681776082,32.7
22455,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0.973,0.291,2.969,0.622052507,0.252484322,0.948645361,62.21
22456,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1.294,0.417,4.137,0.725828101,0.34097908,0.984029308,72.58
22457,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0.282,0.081,0.874,0.245726315,0.077806309,0.58272091,24.57
22458,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0.372,0.115,1.171,0.310645757,0.108633856,0.689943271,31.06
22459,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0.914,0.253,3.02,0.599082657,0.223532118,0.951198782,59.91
22460,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1.224,0.369,3.911,0.705948395,0.30857459,0.979979529,70.59
22461,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0.554,0.166,1.768,0.425353379,0.152953766,0.829326004,42.54
22462,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.741,0.233,2.323,0.52336296,0.207846426,0.902020793,52.34
22463,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1.808,0.501,6.071,0.836018227,0.394075568,0.997691137,83.6
22464,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2.416,0.742,7.878,0.910721984,0.523839359,0.99962101,91.07
22465,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0.075,0.025,0.196,0.072256514,0.024690088,0.177987765,7.23
22466,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0.1,0.035,0.259,0.095162582,0.034394584,0.228176977,9.52
22467,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0.25,0.078,0.684,0.221199217,0.075035573,0.495405428,22.12
22468,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0.327,0.103,0.929,0.278916257,0.097873027,0.605051539,27.89
22469,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0.148,0.048,0.392,0.137568885,0.046866213,0.324295886,13.76
22470,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0.196,0.071,0.511,0.177987765,0.068538108,0.400104617,17.8
22471,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0.5,0.154,1.35,0.39346934,0.142727979,0.740759739,39.35
22472,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0.65,0.205,1.824,0.477954223,0.185352684,0.838621058,47.8
22473,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0.138,0.044,0.401,0.128901308,0.043046043,0.330349939,12.89
22474,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0.184,0.059,0.529,0.168064196,0.057293231,0.410806131,16.81
22475,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0.462,0.133,1.352,0.36997766,0.124534908,0.741277702,37
22476,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0.612,0.184,1.794,0.457734747,0.168064196,0.833706337,45.77
22477,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0.273,0.084,0.785,0.238907212,0.080568744,0.543880298,23.89
22478,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0.369,0.12,1.034,0.30857459,0.113079563,0.644418215,30.86
22479,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0.915,0.269,2.586,0.599483374,0.235856744,0.924679279,59.95
22480,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1.213,0.37,3.588,0.702695972,0.309265669,0.972346418,70.27
22481,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0.106,0.036,0.274,0.100575352,0.035359707,0.239667925,10.06
22482,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0.141,0.049,0.377,0.131510688,0.04781887,0.314083926,13.15
22483,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0.352,0.107,0.957,0.296719878,0.101474327,0.615956711,29.67
22484,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0.46,0.144,1.319,0.368716354,0.134112252,0.732597429,36.87
22485,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0.209,0.069,0.559,0.188604764,0.06667332,0.428219441,18.86
22486,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0.277,0.098,0.747,0.241945503,0.093351096,0.52621422,24.19
22487,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0.695,0.212,1.912,0.500925552,0.191035302,0.852215478,50.09
22488,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0.918,0.295,2.619,0.600683123,0.255468413,0.927124298,60.07
22489,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0.192,0.06,0.572,0.174693132,0.058235466,0.435604482,17.47
22490,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0.258,0.082,0.741,0.227404768,0.078728041,0.52336296,22.74
22491,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0.65,0.178,1.917,0.477954223,0.163057577,0.852952557,47.8
22492,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0.863,0.257,2.538,0.578105502,0.226631786,0.92097571,57.81
22493,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0.384,0.118,1.11,0.318868573,0.111303947,0.670441039,31.89
22494,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0.514,0.165,1.456,0.401901606,0.152106296,0.76683292,40.19
22495,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1.294,0.362,3.791,0.725828101,0.303717632,0.977426982,72.58
22496,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1.693,0.52,5.065,0.816033205,0.405479452,0.993686089,81.6
22497,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0.113,0.036,0.323,0.10684934,0.035359707,0.276026146,10.68
22498,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0.153,0.052,0.437,0.141870278,0.050671133,0.354028569,14.19
22499,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0.373,0.115,1.116,0.311334767,0.108633856,0.672412472,31.13
22500,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0.497,0.16,1.495,0.391647016,0.147856211,0.775751395,39.16
22501,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0.226,0.072,0.661,0.202281898,0.069469104,0.483665259,20.23
22502,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0.303,0.103,0.875,0.261400904,0.097873027,0.58313798,26.14
22503,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0.747,0.226,2.233,0.52621422,0.202281898,0.892793672,52.62
22504,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.986,0.315,3.025,0.626934026,0.270211126,0.951442179,62.69
22505,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0.21,0.062,0.651,0.189415754,0.060117113,0.478476008,18.94
22506,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0.285,0.09,0.88,0.247985746,0.086068815,0.585217088,24.8
22507,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0.694,0.197,2.319,0.500426228,0.178809367,0.901628092,50.04
22508,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.928,0.269,2.989,0.604656393,0.235856744,0.949662251,60.47
22509,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0.419,0.124,1.332,0.342295805,0.116620159,0.736051165,34.23
22510,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0.57,0.176,1.72,0.434474561,0.161382017,0.820933852,43.45
22511,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1.37,0.385,4.562,0.74589304,0.319549364,0.989558844,74.59
22512,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1.859,0.54,5.916,0.844171619,0.417251748,0.997304038,84.42
22513,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0.158,0.05,0.467,0.146150218,0.048770575,0.37311991,14.62
22514,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0.213,0.073,0.624,0.191843863,0.07039917,0.464203042,19.18
22515,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0.525,0.156,1.588,0.408444636,0.14444081,0.795666129,40.84
22516,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0.697,0.224,2.182,0.501922703,0.200684866,0.887184326,50.19
22517,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0.316,0.1,0.924,0.27094055,0.095162582,0.603071851,27.09
22518,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0.422,0.146,1.24,0.344265961,0.135842297,0.710615782,34.43
22519,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1.042,0.312,3.061,0.647251521,0.268018472,0.953159169,64.73
22520,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1.381,0.448,4.374,0.7486729,0.361095316,0.987399263,74.87
22521,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0.297,0.088,0.923,0.256955988,0.084239123,0.602674724,25.7
22522,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0.397,0.126,1.248,0.327665974,0.118385153,0.71292162,32.77
22523,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.969,0.273,3.238,0.620537689,0.238907212,0.960757699,62.05
22524,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1.315,0.393,4.206,0.731525677,0.324971252,0.985094127,73.15
22525,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0.584,0.175,1.896,0.442336754,0.160542979,0.849831908,44.23
22526,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0.793,0.249,2.486,0.547514699,0.220420027,0.916757729,54.75
22527,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1.937,0.538,6.514,0.855864291,0.416085085,0.998517462,85.59
22528,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2.607,0.772,8.297,0.926244521,0.537912032,0.999750737,92.62
22529,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.014,0.005,0.037,0.013902456,0.004987521,0.036323865,1.39
22530,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.02,0.007,0.05,0.019801327,0.006975557,0.048770575,1.98
22531,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.047,0.015,0.128,0.045912602,0.01488806,0.120146621,4.59
22532,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.065,0.02,0.172,0.062932537,0.019801327,0.158020827,6.29
22533,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.029,0.01,0.072,0.028583536,0.009950166,0.069469104,2.86
22534,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.039,0.014,0.098,0.038249291,0.013902456,0.093351096,3.82
22535,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0.093,0.03,0.258,0.0888065,0.029554466,0.227404768,8.88
22536,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0.129,0.04,0.34,0.121026034,0.039210561,0.288229677,12.1
22537,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.027,0.008,0.071,0.026638758,0.007968085,0.068538108,2.66
22538,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.036,0.012,0.098,0.035359707,0.011928287,0.093351096,3.54
22539,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0.087,0.025,0.249,0.083322904,0.024690088,0.220420027,8.33
22540,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0.117,0.036,0.346,0.110414807,0.035359707,0.292487513,11.04
22541,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.053,0.017,0.141,0.051619988,0.016856315,0.131510688,5.16
22542,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0.072,0.024,0.197,0.069469104,0.02371429,0.178809367,6.95
22543,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0.175,0.052,0.503,0.160542979,0.050671133,0.395286206,16.05
22544,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0.234,0.072,0.68,0.208638184,0.069469104,0.493383008,20.86
22545,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.02,0.007,0.052,0.019801327,0.006975557,0.050671133,1.98
22546,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.028,0.01,0.07,0.027611633,0.009950166,0.06760618,2.76
22547,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.066,0.021,0.184,0.063869136,0.020781035,0.168064196,6.39
22548,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0.091,0.028,0.244,0.086982289,0.027611633,0.216512366,8.7
22549,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.04,0.014,0.104,0.039210561,0.013902456,0.098774703,3.92
22550,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.055,0.02,0.14,0.053514852,0.019801327,0.130641765,5.35
22551,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0.132,0.042,0.361,0.123659005,0.041130219,0.303021002,12.37
22552,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.18,0.055,0.48,0.164729789,0.053514852,0.381216608,16.47
22553,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.038,0.012,0.098,0.037287059,0.011928287,0.093351096,3.73
22554,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0.051,0.017,0.137,0.049721329,0.016856315,0.128029774,4.97
22555,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0.122,0.037,0.351,0.114851631,0.036323865,0.296016246,11.49
22556,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0.167,0.049,0.473,0.153800389,0.04781887,0.376869929,15.38
22557,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.075,0.023,0.194,0.072256514,0.022737516,0.176342096,7.23
22558,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.102,0.034,0.27,0.096970448,0.033428495,0.236620506,9.7
22559,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0.246,0.073,0.701,0.218077775,0.07039917,0.503911033,21.81
22560,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.33,0.099,0.943,0.281076267,0.094257292,0.610542292,28.11
22561,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.022,0.007,0.059,0.021759765,0.006975557,0.057293231,2.18
22562,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0.03,0.01,0.079,0.029554466,0.009950166,0.075960076,2.96
22563,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.074,0.021,0.202,0.071328306,0.020781035,0.182905072,7.13
22564,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0.099,0.03,0.279,0.094257292,0.029554466,0.243460097,9.43
22565,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0.044,0.014,0.118,0.043046043,0.013902456,0.111303947,4.3
22566,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.06,0.02,0.155,0.058235466,0.019801327,0.143584823,5.82
22567,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0.145,0.042,0.401,0.134977707,0.041130219,0.330349939,13.5
22568,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0.198,0.059,0.549,0.179630147,0.057293231,0.422472951,17.96
22569,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0.041,0.012,0.118,0.04017087,0.011928287,0.111303947,4.02
22570,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0.057,0.016,0.156,0.055405931,0.01587268,0.14444081,5.54
22571,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0.136,0.038,0.396,0.127157368,0.037287059,0.326993304,12.72
22572,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0.184,0.053,0.551,0.168064196,0.051619988,0.423626851,16.81
22573,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0.082,0.023,0.233,0.078728041,0.022737516,0.207846426,7.87
22574,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0.112,0.032,0.308,0.105955742,0.031493418,0.265084682,10.6
22575,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0.273,0.073,0.787,0.238907212,0.07039917,0.544791626,23.89
22576,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.371,0.109,1.07,0.309956058,0.103269583,0.656991483,31
22577,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.031,0.01,0.083,0.030524427,0.009950166,0.079648853,3.05
22578,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0.043,0.014,0.11,0.04208861,0.013902456,0.104165865,4.21
22579,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0.102,0.029,0.28,0.096970448,0.028583536,0.244216259,9.7
22580,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0.14,0.04,0.391,0.130641765,0.039210561,0.323619844,13.06
22581,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.062,0.019,0.167,0.060117113,0.018820638,0.153800389,6.01
22582,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.085,0.027,0.22,0.081487716,0.026638758,0.197481202,8.15
22583,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.203,0.059,0.564,0.183721759,0.057293231,0.431071209,18.37
22584,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.275,0.08,0.772,0.240427877,0.076883654,0.537912032,24.04
22585,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.058,0.017,0.169,0.056350053,0.016856315,0.155491097,5.64
22586,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0.079,0.023,0.219,0.075960076,0.022737516,0.196678282,7.6
22587,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0.191,0.053,0.56,0.173867412,0.051619988,0.428790936,17.39
22588,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0.26,0.076,0.761,0.228948414,0.073183793,0.532801006,22.89
22589,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.115,0.034,0.335,0.108633856,0.033428495,0.284661914,10.86
22590,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0.158,0.047,0.433,0.146150218,0.045912602,0.351439508,14.62
22591,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.381,0.105,1.103,0.31682211,0.099675477,0.668126033,31.68
22592,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.519,0.15,1.498,0.404884634,0.139292024,0.776423133,40.49
22593,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.015,0.005,0.04,0.01488806,0.004987521,0.039210561,1.49
22594,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.021,0.007,0.054,0.020781035,0.006975557,0.052567893,2.08
22595,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.051,0.016,0.139,0.049721329,0.01587268,0.129771972,4.97
22596,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0.069,0.022,0.186,0.06667332,0.021759765,0.169726405,6.67
22597,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.031,0.01,0.08,0.030524427,0.009950166,0.076883654,3.05
22598,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.041,0.015,0.106,0.04017087,0.01488806,0.100575352,4.02
22599,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0.1,0.031,0.279,0.095162582,0.030524427,0.243460097,9.52
22600,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0.137,0.043,0.362,0.128029774,0.04208861,0.303717632,12.8
22601,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.028,0.009,0.076,0.027611633,0.008959621,0.073183793,2.76
22602,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.039,0.013,0.103,0.038249291,0.012915865,0.097873027,3.82
22603,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.092,0.027,0.268,0.08789485,0.026638758,0.235092219,8.79
22604,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0.126,0.039,0.355,0.118385153,0.038249291,0.298826557,11.84
22605,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0.056,0.018,0.153,0.054460864,0.017838968,0.141870278,5.45
22606,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0.077,0.026,0.202,0.074110146,0.02566491,0.182905072,7.41
22607,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.184,0.054,0.541,0.168064196,0.052567893,0.417834205,16.81
22608,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0.249,0.077,0.711,0.220420027,0.074110146,0.508847201,22.04
22609,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.021,0.007,0.055,0.020781035,0.006975557,0.053514852,2.08
22610,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0.029,0.01,0.075,0.028583536,0.009950166,0.072256514,2.86
22611,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.07,0.022,0.195,0.06760618,0.021759765,0.177165342,6.76
22612,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0.096,0.03,0.257,0.091535984,0.029554466,0.226631786,9.15
22613,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.043,0.014,0.111,0.04208861,0.013902456,0.105061251,4.21
22614,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0.057,0.021,0.151,0.055405931,0.020781035,0.140152301,5.54
22615,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0.14,0.045,0.383,0.130641765,0.044002518,0.318187101,13.06
22616,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.192,0.061,0.516,0.174693132,0.05917676,0.403096607,17.47
22617,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0.04,0.013,0.107,0.039210561,0.012915865,0.101474327,3.92
22618,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0.054,0.018,0.147,0.052567893,0.017838968,0.136706023,5.26
22619,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.131,0.038,0.373,0.122782226,0.037287059,0.311334767,12.28
22620,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0.178,0.052,0.506,0.163057577,0.050671133,0.397097628,16.31
22621,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0.079,0.025,0.21,0.075960076,0.024690088,0.189415754,7.6
22622,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0.109,0.036,0.292,0.103269583,0.035359707,0.253231464,10.33
22623,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0.261,0.077,0.761,0.22971908,0.074110146,0.532801006,22.97
22624,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.354,0.105,1.017,0.298125033,0.099675477,0.638321651,29.81
22625,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.023,0.007,0.063,0.022737516,0.006975557,0.061056526,2.27
22626,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.032,0.011,0.083,0.031493418,0.010939721,0.079648853,3.15
22627,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0.078,0.023,0.216,0.075035573,0.022737516,0.194264698,7.5
22628,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0.105,0.031,0.297,0.099675477,0.030524427,0.256955988,9.97
22629,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0.047,0.015,0.121,0.045912602,0.01488806,0.11396604,4.59
22630,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.064,0.021,0.164,0.061995,0.020781035,0.151257978,6.2
22631,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0.154,0.045,0.422,0.142727979,0.044002518,0.344265961,14.27
22632,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0.211,0.063,0.592,0.190225933,0.061056526,0.446780262,19.02
22633,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.044,0.013,0.124,0.043046043,0.012915865,0.116620159,4.3
22634,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0.061,0.017,0.162,0.05917676,0.016856315,0.149558795,5.92
22635,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0.146,0.038,0.419,0.135842297,0.037287059,0.342295805,13.58
22636,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0.197,0.056,0.573,0.178809367,0.054460864,0.436168595,17.88
22637,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0.088,0.025,0.243,0.084239123,0.024690088,0.215728486,8.42
22638,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0.121,0.035,0.318,0.11396604,0.034394584,0.272397212,11.4
